,rel_type,child_part_num,parent_part_num
973,M,646b,646
974,R,73194c01,47899c01
975,R,40375,40373
976,M,3005pr9984,3005pr9985
977,P,3626cpr1750,3626c
978,M,3005pr9926,3005pr9927
979,P,3626cpr3564,3626c
980,M,3755a,3755
981,P,3626cpr1749,3626c
982,M,2684c01a,2684c01
983,M,brickslot2x2a,brickslot2x2
984,P,970c00pr0908,970c00
985,M,737b,737
986,R,6235,600
987,P,3626cpr1724,3626c
988,P,973c03h01pr0011,973c03h01
989,P,21019c00pat030pr0001,21019c00pat030
990,P,3626cpr1723,3626c
991,P,98138pr0318,98138
992,M,2538b,2538
993,R,15456,14418
994,M,4151a,4151
995,A,19475,74981
996,P,3070bpr9971,3070b
997,P,3068bpr0268,3068b
998,P,3068bpr0269,3068b
999,P,3068bpr0270,3068b
1000,M,3005pr9990,3005pr9992
1001,M,19540,11953
1002,P,50231pr0009,50231
1003,B,2855,2856c02
1004,M,966a,966
1005,M,3008pr0026,3008pr0027
1006,B,2584,2584c02
1007,R,15456,14704
1008,P,973c03h01pr0117,973c03h01
1009,R,24308a,18976
1010,R,30200,6134
1011,M,3846pr0029,3846pr0018
1012,P,3626cpr1816,3626c
1013,M,3228b,3228
1014,M,3229b,3229
1015,P,3626cpr9907,3626c
1016,M,3700b,3700
1017,P,3626cpr3720,3626c
1018,M,53020,87989
1019,M,3005pr9899,3005pr9900
1020,B,2584,2584c03
1021,P,3070bpr9966,3070b
1022,B,2584,2584c04
1023,M,4093c,4093
1024,M,2350c,2350
1025,B,2584,2584c05
1026,B,2584,2584c06
1027,M,3228a,3228
1028,P,3070bpr9963,3070b
1029,M,56823,upn0370
1030,M,59900,4589
1031,M,upn0253a,upn0253
1032,B,48452,50163
1033,P,2454apr0004,2454a
1034,P,54873pr0006,54873
1035,R,57028c04,57796
1036,M,3005pr9921,3005pr9922
1037,P,970c00pr0904,970c00
1038,M,6821b,6821
1039,M,2868b,2868
1040,M,4151b,4151
1041,R,2582,4625
1042,R,54128,54129
1043,P,973c03h01pr0116,973c03h01
1044,M,3005pr9916,3005pr9917
1045,M,723a,723
1046,M,3005pr9970,3005pr9971
1047,B,2584,2584c07
1048,R,37675,37674
1049,P,973c01h01pr2413,973c01h01
1050,P,973c01h01pr0093,973c01h01
1051,P,973c01h01pr0040,973c01h01
1052,P,973c01h01pr2157,973c01h01
1053,P,973c01h01pr1665,973c01h01
1054,P,973c01h01pr3811,973c01h01
1055,P,973c01h01pr1824,973c01h01
1056,M,3934a,3934
1057,P,970c00pr0886,970c00
1058,R,14418,14419
1059,B,2584,2584c08
1060,P,3626cpr1712,3626c
1061,P,3626cpr3567,3626c
1062,P,3626cpr3563,3626c
1063,P,47543pr0005,47543
1064,R,14704,14419
1065,M,3846pr0019,3846pr0018
1066,M,3005pr9982,3005pr9983
1067,R,30635,30636
1068,P,3626bpr0011,3626b
1069,P,19729pr0010,19729
1070,P,3068bpr0267,3068b
1071,R,57028c02,57796
1072,M,42042c,42042und
1073,R,15456,14419
1074,P,3626cpr3566,3626c
1075,M,6126b,6126
1076,M,3005pr9978,3005pr9979
1077,P,3068bpr0271,3068b
1078,A,4094b,4094a
1079,B,2856,2856c01
1080,R,13246,89195
1081,P,22385pr0001,22385
1082,T,19064pat0001,19064
1083,P,973c03h01pr0003,973c03h01
1084,A,973c43h03pr4646,973c43h03pr2745
1085,M,3005pr9947,3005pr9948
1086,R,37675pr0001,37674pr0001
1087,M,645c,645
1088,M,44815b,44815
1089,P,3626cpr3520,3626c
1090,P,3626cpr2931,3626c
1091,A,47349c03,47349c01
1092,P,3626cpr0790,3626c
1093,P,3626cpr3556,3626c
1094,M,29b,29
1095,T,973c08h25,973c00
1096,M,3009pr0006,3009pr0004
1097,P,3626cpr3489,3626c
1098,R,4770,4767
1099,P,3626cpr3569,3626c
1100,M,3035a,3035
1101,P,3626cpr3518,3626c
1102,M,4747b,4747
1103,P,37364pr2254,37364
1104,P,98386pr0002,98386
1105,M,3852a,3852
1106,P,3626cpr3519,3626c
1107,M,4093a,4093
1108,M,3030a,3030
1109,M,6896b,6896
1110,M,801a,801
1111,M,813a,813
1112,M,2350a,2350
1113,P,21019c00pat001pr0002,21019c00pat001
1114,M,3005pr9937,3005pr9938
1115,M,carbasemia,carbasemi
1116,M,14728,upn0370
1117,P,54873pr0005,54873
1118,M,upn0206a,upn0206
1119,P,2587pr0025,2587
1120,P,2454apr0006,2454a
1121,M,clikupn0140a,clikupn0140
1122,R,2873,4214
1123,P,93089pr0002,93089
1124,M,3005pr9956,3005pr9957
1125,R,2873,4315
1126,R,2873,4625
1127,M,3005pr9960,3005pr9961
1128,P,3068bpr0246,3068b
1129,R,60639c03pr0001,60642c03pr0001
1130,M,3005pr9942,3005pr9943
1131,R,4770,4771
1132,M,3008pr0025,3008pr0027
1133,R,73194c03,47899c03
1134,M,27c,27
1135,M,3242b,3242
1136,P,973c27h27pr0002,973c27h27
1137,P,1022Apr0121,1022A
1138,M,33a,33
1139,T,49656pat0003,49656
1140,B,2584,2584c09
1141,B,6626,5306bc021
1142,P,3626cpr2916,3626c
1143,P,970c00pr1724,970c00
1144,P,13792pr0004,13792
1145,P,3626cpr2970,3626c
1146,R,4770,2500c01
1147,P,3626cpr2948,3626c
1148,P,3626cpr2950,3626c
1149,P,3626cpr2951,3626c
1150,P,3626cpr2952,3626c
1151,P,2654pr9999,2654
1152,M,2547a,2547
1153,P,3626cpr3738,3626c
1154,M,upn0341a,upn0341
1155,P,3626cpr9697,3626c
1156,M,upn0272a,upn0272
1157,P,19729pr0012,19729
1158,A,19482,99798
1159,P,970c00pr9934,970c00
1160,P,3626cpr1030,3626c
1161,B,2856,2856c02
1162,M,64800pb01c02f,64800pb01c02
1163,R,58381,58380
1164,R,15,17
1165,P,90652pr0001,90652
1166,M,6061b,6061
1167,M,7039d,7039
1168,T,19061pat0001,19061
1169,P,3626cpr1979,3626c
1170,P,3626cpr9852,3626c
1171,M,upn0392,upn0393
1172,P,3065pr0002,3065
1173,P,26393pr0005,26393
1174,M,3039f,3039
1175,M,604a,604
1176,P,15068pr0017,15068
1177,P,15427pr0001,15427
1178,P,3009pr0005,3009
1179,P,2723pr0002,2723
1180,P,2431pr0088,2431
1181,P,970x308pr9884,970x308
1182,P,98138pr0072,98138
1183,P,2431pr0090,2431
1184,P,2431pr0089,2431
1185,P,87079pr0111,87079
1186,A,87058,2972
1187,M,713b,713
1188,M,3005pr9904,3005pr9905
1189,P,3004pr0022,3004
1190,P,973c03h01pr0004,973c03h01
1191,P,3004pr0023,3004
1192,P,3069bpr0186,3069b
1193,P,4162pr0054,4162
1194,P,3068bpr0330,3068b
1195,P,12893pr0004,12893
1196,M,3847a,3847
1197,P,973c03h01pr2775,973c03h01
1198,P,6180pr0023,6180
1199,P,87079pr0110,87079
1200,P,87079pr0112,87079
1201,P,98223pr0009,98223
1202,P,98223pr0003,98223
1203,R,60806,60614
1204,P,98223pr0008,98223
1205,M,4616b,4616a
1206,M,3241b,3241
1207,M,646c,646
1208,M,3005pr9932,3005pr9933
1209,P,98223pr9998,98223
1210,M,3037f,3037
1211,M,3005pr9949,3005pr9950
1212,P,2431pr0171,2431
1213,P,970c00pr9928,970c00
1214,M,700e,700
1215,M,700ed,700
1216,P,2454apr0007,2454a
1217,P,25973pr0004,25973
1218,A,93595,93594
1219,P,3626cpr3155,3626c
1220,P,3626cpr2588,3626c
1221,R,4474,4214
1222,B,23325,23335c01
1223,M,32c,32
1224,M,6014a,6014
1225,P,3298pr0037,3298
1226,R,4474,4315
1227,M,3231b,3231
1228,M,3230a,3230
1229,M,3228c,3228
1230,P,93089pr0001,93089
1231,R,4474,4625
1232,P,3626cpr2602,3626c
1233,R,73194c04,47899c04
1234,P,3626cpr1324,3626c
1235,P,973c01h01pr0061,973c01h01
1236,P,3069bpr9985,3069b
1237,P,3068bpr9875,3068b
1238,P,970c00pr1515,970c00
1239,P,3626cpr3500,3626c
1240,R,2429,2430
1241,B,2855,2856c03
1242,P,31005pr0006,31005
1243,R,41769,41770
1244,P,22385pr0002,22385
1245,P,6474pr0002,6474
1246,P,973c03h03pr0001,973c03h03
1247,R,3192,3193
1248,P,973c03h02pr1670,973c03h02
1249,P,3626cpr1631,3626c
1250,T,19077pat0001,19077
1251,P,3626cpr1630,3626c
1252,P,973c01h01pr0063,973c01h01
1253,P,970c00pr0820,970c00
1254,M,15790,30332
1255,M,11187,30284
1256,M,30474,3298
1257,P,3626cpr3546,3626c
1258,M,42042d,42042und
1259,P,3626cpr1392,3626c
1260,P,3626cpr1387,3626c
1261,P,3626cpr1225,3626c
1262,P,608pr0004,608
1263,P,3626cpr3547,3626c
1264,P,3626cpr1008,3626c
1265,R,64681,64393
1266,T,3471pat0001,3471
1267,P,3626cpr3605,3626c
1268,P,3626cpr1144,3626c
1269,P,30375pr0002,30375
1270,P,970c00pr1912,970c00
1271,P,3626bpr0189,3626b
1272,P,3068bpr0139,3068b
1273,P,3039pr9986,3039
1274,A,84599,64228
1275,R,93594,92409
1276,B,57046a,57046
1277,R,4747,4748
1278,R,87685,87686
1279,M,10247,2444
1280,A,94925,4019
1281,P,3626cpr1321,3626c
1282,A,32181c03,76320c01
1283,P,3626cpr1293,3626c
1284,B,57046b,57046
1285,M,93168,30360
1286,A,6069,48933
1287,R,11946,11947
1288,P,3626cpr0498,3626c
1289,P,47753pr0002,47753
1290,P,3846pr0001,3846
1291,P,21019c00pat010pr0001,21019c00pat010
1292,B,13756,6567c03
1293,P,54873pr0002,54873
1294,P,3626cpr9906,3626c
1295,P,973c28h14pr1815,973c28h14
1296,P,970c00pr1575,970c00
1297,P,2454apr0008,2454a
1298,P,973c03h12pr1809,973c03h12
1299,P,22385pr0003,22385
1300,R,4857,4214
1301,P,3626cpr1407,3626c
1302,P,3626cpr1409,3626c
1303,R,28252,33827
1304,R,4857,4315
1305,R,98071pr0010,98072pr0010
1306,P,18832pr0002,18832
1307,R,4857,4625
1308,P,42861pr0005,42861
1309,M,58380,3192
1310,B,40245,40245c00
1311,P,51595pr0002,51595
1312,A,upn0343,4275a
1313,P,21560pr0010,21560
1314,T,47335pat0001,47335
1315,T,59577pat0001,59577
1316,P,4740pr0004,4740
1317,B,2856,2856c03
1318,P,87079pr0068,87079
1319,P,973c22h22pr7004,973c22h22
1320,R,87568pr0003,87568pr0004
1321,P,54873pr0007,54873
1322,P,2587pr0032,2587
1323,P,15875c01pr0004,15875
1324,B,50018b,50018
1325,P,973c05h03pr3060,973c05h03
1326,P,2586pr0017,2586
1327,R,30462,40245
1328,A,32bc01,33bc01
1329,P,3626cpr1359,3626c
1330,P,87610pr0364,87610
1331,P,3626cpr1187,3626c
1332,P,3626cpr0514,3626c
1333,P,3626cpr1391,3626c
1334,M,3842b,3842a
1335,P,18675pr0020,18675
1336,M,61506,13565
1337,P,3626cpr1421,3626c
1338,P,3626cpr2678,3626c
1339,P,1022Apr0119,1022A
1340,P,3626cpr1224,3626c
1341,P,3626cpr1223,3626c
1342,P,970c00pr1558,970c00
1343,P,970c00pr1559,970c00
1344,P,3626cpr1382,3626c
1345,P,970c00pr1557,970c00
1346,R,691,692
1347,P,35700pr0001,35700
1348,P,1022Apr0120,1022A
1349,P,85863pr0098,85863
1350,M,92926,2439
1351,A,47349c04,47349c01
1352,R,43722,43723
1353,M,10928,3647
1354,P,3626cpr0745,3626c
1355,P,4150pr0012,4150
1356,A,973c18h01pr2027,973c18h01pr2026
1357,B,30461,4465c01
1358,P,50231pr0012,50231
1359,P,50231pr0013,50231
1360,P,54086pr0001,54086
1361,P,3068bpr9872,3068b
1362,M,42042e,42042und
1363,R,4213,4214
1364,P,3068bpr0242,3068b
1365,T,57539pat0001,57539
1366,T,57566pat0001,57566
1367,T,57539pat0002,57539
1368,P,3626cpr0754,3626c
1369,M,brickslot2x4a,brickslot2x4
1370,P,4162pr0030,4162
1371,P,85863pr0104,85863
1372,R,41748,41747
1373,P,85863pr0105,85863
1374,M,501c,501a
1375,M,501b,501a
1376,P,970c00pr1579,970c00
1377,P,11575pr0004,11575
1378,P,3626cpr1323,3626c
1379,P,85984pr0013,85984
1380,R,99948,92911
1381,P,3069bpr0057,3069b
1382,P,6177bpr0001,6177b
1383,P,1022Apr0122,1022A
1384,R,4213,4315
1385,R,15400,15303
1386,P,22385pr0088,22385
1387,P,87079pr0113,87079
1388,A,93595,93593
1389,R,41764,41765
1390,P,3626cpr1365,3626c
1391,P,3626cpr1326,3626c
1392,P,3626cpr1325,3626c
1393,P,970c00pr0628,970c00
1394,M,87587,2548
1395,R,15392,15391
1396,P,3068bpr2562,3068b
1397,R,4213,4625
1398,P,3960pr0018,3960
1399,T,57539pat0004,57539
1400,P,3626cpr1968,3626c
1401,P,3069bpr0086,3069b
1402,P,3626cpr1366,3626c
1403,P,1022Apr0123,1022A
1404,P,92198pr0001,92198
1405,P,3626cpr0970,3626c
1406,P,3069bpr0085,3069b
1407,P,1022Apr0124,1022A
1408,P,6179pr0005,6179
1409,P,3068bpr0131,3068b
1410,P,13882pr0001,13882
1411,P,15490pr0001,15490
1412,P,1022Apr0125,1022A
1413,P,98162pr0006,98162
1414,P,3626cpr0963,3626c
1415,P,4162pr0029,4162
1416,P,4162pr0028,4162
1417,B,13760,6567c03
1418,B,57046c,57046
1419,P,3626cpr1385,3626c
1420,P,3626cpr1384,3626c
1421,P,14718pr0001,14718
1422,A,47349c05,47349c01
1423,P,3037pr0004,3037
1424,B,50018c,50018
1425,A,95292c01,2909c01
1426,P,87079pr0079,87079
1427,P,15875c01pr0023,15875
1428,P,18675pr0003,18675
1429,P,72824pr0006,72824
1430,P,3626cpr1386,3626c
1431,P,30180pr0001,30180
1432,A,75937,30033
1433,P,4162pr0031,4162
1434,P,3626cpr1283,3626c
1435,P,3626cpr1279,3626c
1436,P,3069bpr0090,3069b
1437,P,3626cpr1364,3626c
1438,P,3626cpr3252,3626c
1439,P,2431pr0017,2431
1440,M,53454,53705
1441,P,3626cpr0389,3626c
1442,B,50018e,50018
1443,P,3626cpr1206,3626c
1444,P,4740pr0008,4740
1445,P,3062bpr0004,3062b
1446,P,3062bpr0003,3062b
1447,P,3960pr0014,3960
1448,M,42042f,42042und
1449,M,14520,52038
1450,P,3626cpr1381,3626c
1451,A,upn0343,4275b
1452,A,645bc01,645cc01
1453,R,2349b,4214
1454,P,3626cpr1136,3626c
1455,P,3626cpr0799,3626c
1456,P,970c00pr9968,970c00
1457,B,50018f,50018
1458,P,35700pr0002,35700
1459,R,2349b,4315
1460,A,2909c02,2909c01
1461,A,2909c03,2909c01
1462,P,3626cpr3253,3626c
1463,M,3001a,3001
1464,B,50018g,50018
1465,P,4150pr0011,4150
1466,B,59275,2599
1467,M,58381,3193
1468,M,14518,2547
1469,P,3626cpr1195,3626c
1470,B,64982a,64982c01
1471,P,90398pr0015,90398
1472,P,44375bpr9996,44375b
1473,P,3626cpr1281,3626c
1474,P,98107pr0001,98107
1475,P,3626bpr0782,3626b
1476,R,2349b,4625
1477,P,24309pr0005,24309
1478,M,3003b,3003
1479,P,3626cpr0929,3626c
1480,P,973c09h09pr3638,973c09h09
1481,M,3062c,3062a
1482,T,57567pat0001,57567
1483,P,3626cpr1374,3626c
1484,M,90460,6131
1485,A,brickslot2x4a,3001
1486,P,3626cpr9954,3626c
1487,P,3069bpr0101,3069b
1488,P,3069bpr0100,3069b
1489,M,3008apr0027,3008pr0020
1490,P,50946pr0001,50946
1491,P,3626cpr0914,3626c
1492,P,970c00pr0508,970c00
1493,P,6131pr0006,6131
1494,P,3626cpr9851,3626c
1495,P,3298pr0023,3298
1496,P,4150pr1003,4150
1497,P,2586pr0010,2586
1498,P,4490pr0001,4490
1499,P,3626cpr1459,3626c
1500,P,3626cpr1442,3626c
1501,P,4490pr0003,4490
1502,P,973c28h01pr9997,973c28h01
1503,P,98138pr0029,98138
1504,P,3626cpr1534,3626c
1505,P,3626cpr1535,3626c
1506,P,3626cpr1536,3626c
1507,T,973c28h28,973c00
1508,P,90398pr0017,90398
1509,P,31110pr0092,31110
1510,P,3626cpr1233,3626c
1511,P,3037pr0013,3037
1512,P,970c00pr0693,970c00
1513,P,970c00pr0694,970c00
1514,P,3626cpr1456,3626c
1515,P,3626cpr1458,3626c
1516,P,970c00pr0645,970c00
1517,P,973c34h34pr9645,973c34h34
1518,P,3626cpr1420,3626c
1519,P,3626cpr1410,3626c
1520,P,15875c01pr0002,15875
1521,P,973c02h02pr1759,973c02h02
1522,P,973c03h27pr2894,973c03h27
1523,P,3039pr9993,3039
1524,P,3626cpr1533,3626c
1525,P,973c03h12pr2786,973c03h12
1526,P,970c00pr0603,970c00
1527,M,2038,13459
1528,P,93056pr0002,93056
1529,A,93594,93593
1530,P,4150pr0001,4150
1531,R,4000,5
1532,P,14769pr0020,14769
1533,A,54869,62930
1534,P,3626cpr0933,3626c
1535,P,3626cpr1349,3626c
1536,P,92198pr0014,92198
1537,R,2582pr0006,4214
1538,P,30259pr0008,30259
1539,R,2582pr0006,4315
1540,P,3626cpr1295,3626c
1541,P,3626cpr1006,3626c
1542,P,3626cpr1004,3626c
1543,B,57046d,57046
1544,P,3626bpr0001,3626b
1545,P,3626cpr1623,3626c
1546,B,50018d,50018
1547,M,42042h,42042und
1548,R,2582pr0006,4625
1549,M,95347,30517
1550,M,58827,30517
1551,M,40902a,40902
1552,P,98163pr0006,98163
1553,P,3626cpr3254,3626c
1554,M,76766,6087
1555,P,3622pr0005,3622
1556,P,4490pr0002,4490
1557,P,970c00pr0690,970c00
1558,P,973c01h01pr0090,973c01h01
1559,P,970c00pr0698,970c00
1560,P,3626cpr1455,3626c
1561,P,3626cpr1461,3626c
1562,P,3626cpr1445,3626c
1563,P,3626cpr3255,3626c
1564,P,970c00pr0681,970c00
1565,P,3626cpr1450,3626c
1566,P,3626cpr1662,3626c
1567,P,3626cpr1665,3626c
1568,P,973c01h01pr0032,973c01h01
1569,P,15875c01pr0034,15875
1570,P,973c01h01pr0033,973c01h01
1571,P,973c01h01pr0064,973c01h01
1572,P,973c01h01pr0062,973c01h01
1573,P,15875c01pr0019,15875
1574,P,973c01h01pr3017,973c01h01
1575,P,973c01h01pr1536,973c01h01
1576,P,98107pr0002,98107
1577,P,3626bpr0746,3626b
1578,P,3626cpr1102,3626c
1579,P,973c01h01pr3224,973c01h01
1580,P,3626cpr3499,3626c
1581,P,87079pr9976,87079
1582,B,4761,4760
1583,P,973c01h01pr3433,973c01h01
1584,P,970c00pr1455,970c00
1585,P,3626bpr0924,3626b
1586,P,30168pr0001,30168
1587,B,64982b,64982c01
1588,M,57893,30517
1589,P,970c00pr0519,970c00
1590,P,3040apr0001,3040a
1591,R,54383,54384
1592,P,15429pr0002,15429
1593,P,30363pr0006,30363
1594,P,973c01h01pr9854,973c01h01
1595,B,22910c01,22910
1596,P,3626cpr1146,3626c
1597,P,3626cpr1580,3626c
1598,P,3626cpr1395,3626c
1599,P,3040bpr0003,3040b
1600,P,3960pr0013,3960
1601,P,3626cpr1666,3626c
1602,P,970c00pr0680,970c00
1603,P,970c00pr0678,970c00
1604,R,3191,3190
1605,P,3626cpr1417,3626c
1606,A,973c25h12pr1258,973c25h25pr1455
1607,P,1022Apr0126,1022A
1608,P,93060pr0001,93060
1609,P,3626cpr1105,3626c
1610,P,3626bpr0600,3626b
1611,P,3626cpr2759,3626c
1612,R,2582pr0001,4214
1613,P,92198pr0011,92198
1614,P,1022Apr0129,1022A
1615,M,30168,90462
1616,R,2582pr0001,4315
1617,T,59233pat0001,59233
1618,P,970c00pr1607,970c00
1619,P,98163pr0005,98163
1620,B,57046f,57046
1621,M,32288c01,32288c02
1622,P,18905pr0001,18905
1623,P,3622pr0004,3622
1624,P,2431pr0004,2431
1625,P,3626cpr1436,3626c
1626,T,59233pat0002,59233
1627,P,970c00pr0655,970c00
1628,P,3626cpr1415,3626c
1629,P,3626cpr1440,3626c
1630,P,98133pr0001,98133
1631,T,59233pat0003,59233
1632,P,15875c01pr0003,15875
1633,P,3626bpr0747,3626b
1634,P,3626cpr1159,3626c
1635,P,3626cpr1331,3626c
1636,P,3626cpr1332,3626c
1637,P,30259pr0009,30259
1638,B,35029a,35029c01
1639,B,35029b,35029c01
1640,P,973c01h01pr0320,973c01h01
1641,P,65676pr0001,65676
1642,M,3443c02,3443c01
1643,P,6179pr0021,6179
1644,P,3626cpr1496,3626c
1645,P,3626cpr1150,3626c
1646,P,3626cpr1438,3626c
1647,P,3626cpr1441,3626c
1648,P,970c00pr0653,970c00
1649,P,970c00pr0654,970c00
1650,P,87079pr0078,87079
1651,P,3626cpr1412,3626c
1652,P,3626cpr0898,3626c
1653,P,3626cpr1764,3626c
1654,M,266ac01,266bc01
1655,B,64982c,64982c01
1656,R,30462,30461
1657,P,57895pr0015,57895
1658,P,6179pr0001,6179
1659,P,4740pr0009,4740
1660,P,2431pr0002,2431
1661,P,3678bpr0037,3678b
1662,T,973c35h01,973c00
1663,P,3068bpr9873,3068b
1664,P,3626cpr1145,3626c
1665,P,970c00pr0728,970c00
1666,P,3626cpr1515,3626c
1667,M,60657,3190
1668,R,769,71966
1669,P,970c00pr0656,970c00
1670,R,66405pr0001,36470
1671,P,30375pr0003,30375
1672,P,3626cpr1416,3626c
1673,R,2582pr0001,4625
1674,P,6179pr0004,6179
1675,M,266bc02,266bc01
1676,P,24782pr0004,24782
1677,P,3626cpr0580,3626c
1678,P,30259pr0007,30259
1679,P,30259pr0010,30259
1680,P,2654pr0001,2654
1681,T,51342pat0003,51342
1682,T,51342pat0002,51342
1683,P,50231pr0004,50231
1684,P,3069bpr9984,3069b
1685,T,19082pat0001,19082
1686,T,60934pat0001,60934
1687,P,16925c01pr0129,16925
1688,T,64264pat0001,64264
1689,P,973c35h01pr3940,973c35h01
1690,P,3626cpr1487,3626c
1691,P,970c00pr0697,970c00
1692,P,3068bpr9871,3068b
1693,P,3626cpr1506,3626c
1694,P,3626cpr1462,3626c
1695,P,3626cpr1460,3626c
1696,P,3626cpr1628,3626c
1697,M,65489,48989
1698,P,970c00pr0724,970c00
1699,P,970c00pr0734,970c00
1700,P,970c00pr0739,970c00
1701,P,970c00pr0740,970c00
1702,P,3626cpr1503,3626c
1703,P,3626cpr1508,3626c
1704,P,3626cpr1504,3626c
1705,P,3626cpr1505,3626c
1706,P,57895pr0001,57895
1707,P,973c27h03pr4123,973c27h03
1708,P,3626cpr1663,3626c
1709,B,98138pr0137,67222
1710,P,970c00pr9977,970c00
1711,M,265ac01,265bc01
1712,M,468c02,468c01
1713,P,93273pr0008,93273
1714,P,973c24h03pr4274,973c24h03
1715,P,15875c01pr0005,15875
1716,P,3626cpr1443,3626c
1717,P,3626cpr1492,3626c
1718,P,973c35h01pr1624,973c35h01
1719,P,973c27h01pr4777,973c27h01
1720,P,973c27h03pr4696,973c27h03
1721,P,3626cpr1514,3626c
1722,P,973c27h01pr4109,973c27h01
1723,P,3626cpr1510,3626c
1724,P,3626cpr1466,3626c
1725,A,973c01h25pr1618,973c44h20pr3842
1726,B,98138pr0146,67222
1727,P,970c00pr0738,970c00
1728,P,3626cpr1501,3626c
1729,P,3626cpr1490,3626c
1730,B,57046e,57046
1731,P,3626cpr0631,3626c
1732,P,970c00pr0190,970c00
1733,P,3626cpr1347,3626c
1734,P,3626cpr1348,3626c
1735,P,3068bpr0145,3068b
1736,B,98138pr0134,67222
1737,P,15068pr0005,15068
1738,P,4162pr0035,4162
1739,P,3070bpr0063,3070b
1740,T,973c26h01,973c00
1741,P,973c26h01pr0001,973c26h01
1742,R,2582pr0005,4214
1743,P,3626cpr0649,3626c
1744,P,973c26h01pr1542,973c26h01
1745,P,973c35h01pr4012,973c35h01
1746,P,973c26h01pr2931,973c26h01
1747,P,3626cpr1520,3626c
1748,P,3626cpr1513,3626c
1749,P,973c26h01pr2323,973c26h01
1750,P,970c00pr0722,970c00
1751,P,3626cpr1500,3626c
1752,P,3626cpr1499,3626c
1753,P,3626cpr1519,3626c
1754,M,60658,3191
1755,P,973c26h01pr1721,973c26h01
1756,R,2582pr0005,4315
1757,P,92198pr0012,92198
1758,P,970c00pr9927,970c00
1759,P,973c26h01pr0006,973c26h01
1760,B,98138pr0149,67222
1761,P,98138pr0150,98138
1762,P,973c26h01pr0110,973c26h01
1763,A,14181,2413
1764,P,973c35h01pr3303,973c35h01
1765,R,2582pr0005,4625
1766,T,64258pat0001,64258
1767,P,970c00pr0732,970c00
1768,P,10054pr0002,10054
1769,P,76371pr9996,76371
1770,P,970c00pr0726,970c00
1771,P,3626cpr1509,3626c
1772,P,3068bpr9870,3068b
1773,A,3040apr0001,3040bpr0004
1774,P,973c26h01pr0281,973c26h01
1775,P,970c00pr0665,970c00
1776,P,57520pr0001,57520
1777,A,973c35h01pr3303,973c35h01pr3940
1778,P,973c35h01pr2116,973c35h01
1779,T,18396pat0001,18396
1780,T,51874pat0002,51874
1781,P,43898pr1006,43898
1782,P,970c00pr0720,970c00
1783,P,10054pr0001,10054
1784,P,44375bpr0010,44375b
1785,P,3626cpr1488,3626c
1786,P,3626bpr0919,3626b
1787,P,87079pr0080,87079
1788,P,15875c01pr0006,15875
1789,P,3626cpr9965,3626c
1790,P,29303pr0003,29303
1791,T,51874pat0004,51874
1792,M,62712,57910
1793,P,970c00pr0731,970c00
1794,P,3626cpr1431,3626c
1795,P,970c00pr0737,970c00
1796,P,3626cpr1489,3626c
1797,P,3626cpr1491,3626c
1798,T,51342pat0008,51342
1799,R,36690,36688
1800,P,98107pr0003,98107
1801,P,16925c01pr0127,16925
1802,T,51342pat0006,51342
1803,T,51874pat0003,51874
1804,P,90397pr0005,90397
1805,P,3626cpr1403,3626c
1806,P,3626cpr1444,3626c
1807,P,973c05h03pr3226,973c05h03
1808,P,3626cpr1418,3626c
1809,P,973c05h03pr3633,973c05h03
1810,P,3626bpr0781,3626b
1811,M,3870,4870
1812,P,970c00pr0615,970c00
1813,M,92013,57910
1814,P,973c05h03pr3637,973c05h03
1815,P,973c05h03pr4248,973c05h03
1816,P,3626cpr1419,3626c
1817,P,3070bpr0066,3070b
1818,P,3070bpr0067,3070b
1819,P,3070bpr0070,3070b
1820,P,3070bpr0072,3070b
1821,P,3070bpr0074,3070b
1822,R,2582pr0004,4214
1823,P,14014pr0005,14014
1824,P,3626cpr1333,3626c
1825,P,3626cpr1396,3626c
1826,P,3626cpr1355,3626c
1827,P,3626cpr0920,3626c
1828,P,98384pr0001,98384
1829,P,32171pr0024,32171
1830,P,970c00pr0650,970c00
1831,P,970c00pr0664,970c00
1832,P,31005pr0005,31005
1833,P,3298pr0031,3298
1834,P,93060pr0003,93060
1835,R,60658,60657
1836,R,4182,4181
1837,P,3626cpr1576,3626c
1838,P,98384pr0002,98384
1839,P,970c00pr0663,970c00
1840,P,3070bpr9994,3070b
1841,A,45793c02,45793c01
1842,P,3068bpr0187,3068b
1843,A,brickslot2x4,3001
1844,P,2431pr0199,2431
1845,M,32561c02,32561c01
1846,P,44375bpr0002,44375b
1847,P,970c00pr0687,970c00
1848,P,973c35h01pr4216,973c35h01
1849,P,973c41h02pr9868,973c41h02
1850,P,3626cpr1423,3626c
1851,P,970c00pr1908,970c00
1852,P,98107pr0004,98107
1853,P,3626bpr0494,3626b
1854,P,6179pr0015,6179
1855,P,970c00pr0794,970c00
1856,P,970c00pr0408,970c00
1857,P,3626cpr1594,3626c
1858,P,970c00pr0691,970c00
1859,P,49570pr0006,49570
1860,P,973c41h02pr9817,973c41h02
1861,P,98280pr0001,98280
1862,P,60581pr0023,60581
1863,R,2452,4276b
1864,P,3626cpr1430,3626c
1865,P,3626cpr1432,3626c
1866,P,3626cpr1424,3626c
1867,P,3626cpr1433,3626c
1868,P,3626cpr1428,3626c
1869,P,3626cpr1422,3626c
